date,user_uid,user_name,user_id,department,entry_time,exit_time,duration_hours,is_late,is_early_leave,status,entry_method
2026-01-14,A1B2C3D4,Rahim Ahmed,STU-001,CSE,09:16:55,15:12:31,5.93,1,0,present,RFID
2026-01-14,E5F6A7B8,Fatima Khan,STU-002,CSE,08:04:51,16:02:15,7.96,0,0,present,RFID
2026-01-14,C9D0E1F2,Karim Hossain,STU-003,EEE,08:24:33,16:09:55,7.76,0,0,present,Fingerprint
2026-01-14,1A2B3C4D,Nasrin Akter,STU-004,CSE,08:30:48,15:08:42,6.63,0,0,present,RFID
2026-01-14,5E6F7A8B,Shakib Rahman,STU-005,EEE,09:10:00,17:19:30,8.16,1,0,present,RFID
2026-01-14,9C0D1E2F,Aisha Begum,STU-006,BBA,09:22:55,17:07:59,7.75,0,0,present,RFID
2026-01-14,3A4B5C6D,Imran Hasan,STU-007,CSE,08:13:07,17:04:58,8.86,0,0,present,RFID
2026-01-14,7E8F9A0B,Sumaiya Islam,STU-008,EEE,09:50:19,17:29:18,7.65,1,0,present,Fingerprint
2026-01-14,B1C2D3E4,Tanvir Alam,STU-009,BBA,09:30:17,16:14:05,6.73,0,0,present,RFID
2026-01-14,F5A6B7C8,Maliha Rahman,STU-010,CSE,,,0,0,0,absent,
2026-01-15,A1B2C3D4,Rahim Ahmed,STU-001,CSE,09:43:53,17:30:01,7.77,1,0,present,RFID
2026-01-15,E5F6A7B8,Fatima Khan,STU-002,CSE,08:15:33,16:05:37,7.83,0,0,present,Fingerprint
2026-01-15,C9D0E1F2,Karim Hossain,STU-003,EEE,08:15:22,16:21:06,8.1,0,0,present,RFID
2026-01-15,1A2B3C4D,Nasrin Akter,STU-004,CSE,09:21:25,17:01:29,7.67,0,0,present,RFID
2026-01-15,5E6F7A8B,Shakib Rahman,STU-005,EEE,09:27:32,15:21:55,5.91,0,0,present,Fingerprint
2026-01-15,9C0D1E2F,Aisha Begum,STU-006,BBA,10:39:48,16:24:03,5.74,1,0,present,RFID
2026-01-15,3A4B5C6D,Imran Hasan,STU-007,CSE,10:28:56,15:00:40,4.53,1,0,present,RFID
2026-01-15,7E8F9A0B,Sumaiya Islam,STU-008,EEE,08:17:26,13:29:07,5.19,0,1,present,RFID
2026-01-15,B1C2D3E4,Tanvir Alam,STU-009,BBA,09:13:53,16:07:29,6.89,0,0,present,RFID
2026-01-15,F5A6B7C8,Maliha Rahman,STU-010,CSE,08:27:04,16:10:59,7.73,0,0,present,RFID
2026-01-18,A1B2C3D4,Rahim Ahmed,STU-001,CSE,09:27:09,16:11:21,6.74,0,0,present,Fingerprint
2026-01-18,E5F6A7B8,Fatima Khan,STU-002,CSE,08:22:15,15:27:49,7.09,0,0,present,Fingerprint
2026-01-18,C9D0E1F2,Karim Hossain,STU-003,EEE,09:12:42,17:04:31,7.86,0,0,present,RFID
2026-01-18,1A2B3C4D,Nasrin Akter,STU-004,CSE,09:27:06,16:03:33,6.61,0,0,present,Fingerprint
2026-01-18,5E6F7A8B,Shakib Rahman,STU-005,EEE,09:04:30,16:10:39,7.1,1,0,present,Fingerprint
2026-01-18,9C0D1E2F,Aisha Begum,STU-006,BBA,09:30:20,16:27:34,6.95,0,0,present,RFID
2026-01-18,3A4B5C6D,Imran Hasan,STU-007,CSE,09:07:47,13:48:40,4.68,0,1,present,RFID
2026-01-18,7E8F9A0B,Sumaiya Islam,STU-008,EEE,08:01:20,16:11:23,8.17,0,0,present,Fingerprint
2026-01-18,B1C2D3E4,Tanvir Alam,STU-009,BBA,08:05:11,14:39:43,6.58,0,1,present,RFID
2026-01-18,F5A6B7C8,Maliha Rahman,STU-010,CSE,08:14:40,16:21:00,8.11,0,0,present,Fingerprint
2026-01-19,A1B2C3D4,Rahim Ahmed,STU-001,CSE,10:22:37,16:22:16,5.99,1,0,present,Fingerprint
2026-01-19,E5F6A7B8,Fatima Khan,STU-002,CSE,10:54:30,16:18:22,5.4,1,0,present,RFID
2026-01-19,C9D0E1F2,Karim Hossain,STU-003,EEE,,,0,0,0,absent,
2026-01-19,1A2B3C4D,Nasrin Akter,STU-004,CSE,09:08:00,17:24:47,8.28,0,0,present,RFID
2026-01-19,5E6F7A8B,Shakib Rahman,STU-005,EEE,,,0,0,0,absent,
2026-01-19,9C0D1E2F,Aisha Begum,STU-006,BBA,09:24:51,16:07:40,6.71,0,0,present,RFID
2026-01-19,3A4B5C6D,Imran Hasan,STU-007,CSE,08:20:06,17:01:19,8.69,0,0,present,Fingerprint
2026-01-19,7E8F9A0B,Sumaiya Islam,STU-008,EEE,08:02:58,17:13:11,9.17,0,0,present,RFID
2026-01-19,B1C2D3E4,Tanvir Alam,STU-009,BBA,09:16:32,15:08:58,5.87,0,0,present,Fingerprint
2026-01-19,F5A6B7C8,Maliha Rahman,STU-010,CSE,,,0,0,0,absent,
2026-01-19,XX1122YY,UNKNOWN,UNAUTHORIZED,UNKNOWN,02:21:00,,0,0,0,unauthorized,RFID
2026-01-20,A1B2C3D4,Rahim Ahmed,STU-001,CSE,09:55:43,16:30:54,6.59,1,0,present,RFID
2026-01-20,E5F6A7B8,Fatima Khan,STU-002,CSE,09:17:07,17:23:43,8.11,0,0,present,RFID
2026-01-20,C9D0E1F2,Karim Hossain,STU-003,EEE,09:03:43,15:19:56,6.27,0,0,present,RFID
2026-01-20,1A2B3C4D,Nasrin Akter,STU-004,CSE,,,0,0,0,absent,
2026-01-20,5E6F7A8B,Shakib Rahman,STU-005,EEE,10:58:44,16:03:08,5.07,1,0,present,RFID
2026-01-20,9C0D1E2F,Aisha Begum,STU-006,BBA,,,0,0,0,absent,
2026-01-20,3A4B5C6D,Imran Hasan,STU-007,CSE,08:07:56,16:14:23,8.11,0,0,present,Fingerprint
2026-01-20,7E8F9A0B,Sumaiya Islam,STU-008,EEE,09:20:06,17:13:17,7.89,0,0,present,RFID
2026-01-20,B1C2D3E4,Tanvir Alam,STU-009,BBA,09:30:15,15:21:23,5.85,0,0,present,RFID
2026-01-20,F5A6B7C8,Maliha Rahman,STU-010,CSE,08:30:54,15:21:13,6.84,0,0,present,RFID
2026-01-20,ZZ3344AA,UNKNOWN,UNAUTHORIZED,UNKNOWN,21:15:00,,0,0,0,unauthorized,RFID
2026-01-21,A1B2C3D4,Rahim Ahmed,STU-001,CSE,08:18:13,15:10:49,6.88,0,0,present,RFID
2026-01-21,E5F6A7B8,Fatima Khan,STU-002,CSE,09:27:09,17:08:51,7.7,0,0,present,RFID
2026-01-21,C9D0E1F2,Karim Hossain,STU-003,EEE,08:00:22,15:18:20,7.3,0,0,present,RFID
2026-01-21,1A2B3C4D,Nasrin Akter,STU-004,CSE,10:33:07,16:14:49,5.7,1,0,present,RFID
2026-01-21,5E6F7A8B,Shakib Rahman,STU-005,EEE,09:39:02,17:16:19,7.62,1,0,present,Fingerprint
2026-01-21,9C0D1E2F,Aisha Begum,STU-006,BBA,10:54:25,15:15:45,4.36,1,0,present,Fingerprint
2026-01-21,3A4B5C6D,Imran Hasan,STU-007,CSE,09:04:08,17:18:35,8.24,1,0,present,RFID
2026-01-21,7E8F9A0B,Sumaiya Islam,STU-008,EEE,09:14:32,15:25:44,6.19,0,0,present,RFID
2026-01-21,B1C2D3E4,Tanvir Alam,STU-009,BBA,,,0,0,0,absent,
2026-01-21,F5A6B7C8,Maliha Rahman,STU-010,CSE,08:13:28,16:10:52,7.96,0,0,present,Fingerprint
2026-01-22,A1B2C3D4,Rahim Ahmed,STU-001,CSE,09:21:16,15:21:59,6.01,0,0,present,Fingerprint
2026-01-22,E5F6A7B8,Fatima Khan,STU-002,CSE,08:13:06,16:25:08,8.2,0,0,present,RFID
2026-01-22,C9D0E1F2,Karim Hossain,STU-003,EEE,09:21:07,17:30:48,8.16,0,0,present,Fingerprint
2026-01-22,1A2B3C4D,Nasrin Akter,STU-004,CSE,,,0,0,0,absent,
2026-01-22,5E6F7A8B,Shakib Rahman,STU-005,EEE,09:11:06,15:04:42,5.89,0,0,present,Fingerprint
2026-01-22,9C0D1E2F,Aisha Begum,STU-006,BBA,10:07:48,15:25:27,5.29,1,0,present,RFID
2026-01-22,3A4B5C6D,Imran Hasan,STU-007,CSE,09:00:11,16:29:21,7.49,0,0,present,RFID
2026-01-22,7E8F9A0B,Sumaiya Islam,STU-008,EEE,09:02:09,15:02:47,6.01,0,0,present,RFID
2026-01-22,B1C2D3E4,Tanvir Alam,STU-009,BBA,08:11:19,17:19:05,9.13,0,0,present,RFID
2026-01-22,F5A6B7C8,Maliha Rahman,STU-010,CSE,08:21:05,17:13:31,8.87,0,0,present,Fingerprint
2026-01-25,A1B2C3D4,Rahim Ahmed,STU-001,CSE,09:13:07,17:18:31,8.09,0,0,present,RFID
2026-01-25,E5F6A7B8,Fatima Khan,STU-002,CSE,08:00:13,15:24:08,7.4,0,0,present,RFID
2026-01-25,C9D0E1F2,Karim Hossain,STU-003,EEE,10:47:27,16:17:45,5.5,1,0,present,RFID
2026-01-25,1A2B3C4D,Nasrin Akter,STU-004,CSE,09:02:25,15:13:01,6.18,0,0,present,Fingerprint
2026-01-25,5E6F7A8B,Shakib Rahman,STU-005,EEE,,,0,0,0,absent,
2026-01-25,9C0D1E2F,Aisha Begum,STU-006,BBA,,,0,0,0,absent,
2026-01-25,3A4B5C6D,Imran Hasan,STU-007,CSE,09:09:07,16:05:51,6.95,0,0,present,Fingerprint
2026-01-25,7E8F9A0B,Sumaiya Islam,STU-008,EEE,08:13:54,16:18:25,8.08,0,0,present,RFID
2026-01-25,B1C2D3E4,Tanvir Alam,STU-009,BBA,09:07:21,15:16:40,6.16,0,0,present,RFID
2026-01-25,F5A6B7C8,Maliha Rahman,STU-010,CSE,10:22:46,17:26:09,7.06,1,0,present,RFID
2026-01-25,ZZ3344AA,UNKNOWN,UNAUTHORIZED,UNKNOWN,21:12:00,,0,0,0,unauthorized,RFID
2026-01-26,A1B2C3D4,Rahim Ahmed,STU-001,CSE,08:05:49,16:24:36,8.31,0,0,present,Fingerprint
2026-01-26,E5F6A7B8,Fatima Khan,STU-002,CSE,09:27:40,16:02:30,6.58,0,0,present,Fingerprint
2026-01-26,C9D0E1F2,Karim Hossain,STU-003,EEE,08:11:32,14:28:02,6.28,0,1,present,RFID
2026-01-26,1A2B3C4D,Nasrin Akter,STU-004,CSE,08:19:38,16:18:35,7.98,0,0,present,RFID
2026-01-26,5E6F7A8B,Shakib Rahman,STU-005,EEE,08:10:38,15:30:03,7.32,0,0,present,Fingerprint
2026-01-26,9C0D1E2F,Aisha Begum,STU-006,BBA,09:22:05,15:01:15,5.65,0,0,present,Fingerprint
2026-01-26,3A4B5C6D,Imran Hasan,STU-007,CSE,,,0,0,0,absent,
2026-01-26,7E8F9A0B,Sumaiya Islam,STU-008,EEE,09:11:58,16:24:21,7.21,0,0,present,RFID
2026-01-26,B1C2D3E4,Tanvir Alam,STU-009,BBA,08:10:06,16:09:16,7.99,0,0,present,RFID
2026-01-26,F5A6B7C8,Maliha Rahman,STU-010,CSE,08:29:22,17:22:42,8.89,0,0,present,Fingerprint
2026-01-26,UNKNOWN01,UNKNOWN,UNAUTHORIZED,UNKNOWN,01:05:00,,0,0,0,unauthorized,RFID
2026-01-27,A1B2C3D4,Rahim Ahmed,STU-001,CSE,09:26:08,17:21:58,7.93,0,0,present,RFID
2026-01-27,E5F6A7B8,Fatima Khan,STU-002,CSE,09:00:23,15:10:49,6.17,0,0,present,Fingerprint
2026-01-27,C9D0E1F2,Karim Hossain,STU-003,EEE,08:02:18,15:16:49,7.24,0,0,present,RFID
2026-01-27,1A2B3C4D,Nasrin Akter,STU-004,CSE,08:19:24,15:26:44,7.12,0,0,present,RFID
2026-01-27,5E6F7A8B,Shakib Rahman,STU-005,EEE,10:43:46,16:19:18,5.59,1,0,present,Fingerprint
2026-01-27,9C0D1E2F,Aisha Begum,STU-006,BBA,09:28:53,17:30:36,8.03,0,0,present,Fingerprint
2026-01-27,3A4B5C6D,Imran Hasan,STU-007,CSE,09:16:33,15:26:12,6.16,0,0,present,RFID
2026-01-27,7E8F9A0B,Sumaiya Islam,STU-008,EEE,,,0,0,0,absent,
2026-01-27,B1C2D3E4,Tanvir Alam,STU-009,BBA,09:17:59,17:27:07,8.15,0,0,present,RFID
2026-01-27,F5A6B7C8,Maliha Rahman,STU-010,CSE,10:57:32,16:02:58,5.09,1,0,present,RFID
2026-01-28,A1B2C3D4,Rahim Ahmed,STU-001,CSE,,,0,0,0,absent,
2026-01-28,E5F6A7B8,Fatima Khan,STU-002,CSE,,,0,0,0,absent,
2026-01-28,C9D0E1F2,Karim Hossain,STU-003,EEE,09:07:24,16:07:01,6.99,0,0,present,RFID
2026-01-28,1A2B3C4D,Nasrin Akter,STU-004,CSE,,,0,0,0,absent,
2026-01-28,5E6F7A8B,Shakib Rahman,STU-005,EEE,08:04:02,16:22:53,8.31,0,0,present,RFID
2026-01-28,9C0D1E2F,Aisha Begum,STU-006,BBA,08:28:05,13:53:09,5.42,0,1,present,Fingerprint
2026-01-28,3A4B5C6D,Imran Hasan,STU-007,CSE,09:03:03,17:25:39,8.38,0,0,present,Fingerprint
2026-01-28,7E8F9A0B,Sumaiya Islam,STU-008,EEE,09:19:34,13:45:09,4.43,0,1,present,RFID
2026-01-28,B1C2D3E4,Tanvir Alam,STU-009,BBA,08:18:26,17:02:33,8.74,0,0,present,RFID
2026-01-28,F5A6B7C8,Maliha Rahman,STU-010,CSE,08:12:55,17:12:23,8.99,0,0,present,RFID
2026-01-29,A1B2C3D4,Rahim Ahmed,STU-001,CSE,09:46:42,17:23:48,7.62,1,0,present,RFID
2026-01-29,E5F6A7B8,Fatima Khan,STU-002,CSE,09:26:41,17:14:44,7.8,0,0,present,Fingerprint
2026-01-29,C9D0E1F2,Karim Hossain,STU-003,EEE,08:22:49,15:09:12,6.77,0,0,present,RFID
2026-01-29,1A2B3C4D,Nasrin Akter,STU-004,CSE,09:29:19,17:15:16,7.77,0,0,present,RFID
2026-01-29,5E6F7A8B,Shakib Rahman,STU-005,EEE,10:55:49,14:17:07,3.35,1,1,present,RFID
2026-01-29,9C0D1E2F,Aisha Begum,STU-006,BBA,09:28:24,15:15:44,5.79,0,0,present,Fingerprint
2026-01-29,3A4B5C6D,Imran Hasan,STU-007,CSE,09:25:05,15:13:38,5.81,0,0,present,RFID
2026-01-29,7E8F9A0B,Sumaiya Islam,STU-008,EEE,08:10:42,16:19:45,8.15,0,0,present,Fingerprint
2026-01-29,B1C2D3E4,Tanvir Alam,STU-009,BBA,09:01:46,16:19:27,7.29,0,0,present,RFID
2026-01-29,F5A6B7C8,Maliha Rahman,STU-010,CSE,08:02:42,16:16:51,8.24,0,0,present,RFID
